2020-02-17,319.0,1.0,,,,,,2.0,,1.0,1.0,,,,6.0,,2.0,,,,1.0,,,,1.0,,,,,2.0,,1.0,,2.0,1.0,1.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,1.0,,,,4.0,,,,,,1.0,1.0,,,,,,,,,,3.0,,,,,,,,,1.0,,11.0,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,4.0,,1.0,,,,1.0,,,,,,,,,,,,,2.0,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,1.0,2.0,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,5.0,,1.0,1.0,1.0,,4.0,,,2.0,5.0,,,,,2.0,,,,,,,2.0,,,,10.0,5.0,,1.0,,,3.0,2.0,,1.0,,,,,,1.0,3.0,,1.0,,,2.0,2.0,1.0,,1.0,,2.0,,,3.0,,,,,,,1.0,,,,,2.0
2020-02-25,479.0,1.0,,,,,,4.0,,1.0,,,,1.0,8.0,,14.0,,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,2.0,2.0,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,3.0,,,,,,1.0,2.0,,,,1.0,,,,,,2.0,,,,1.0,1.0,,3.0,,,,,3.0,,1.0,,3.0,,8.0,,,,,7.0,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,,1.0,1.0,6.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,2.0,,2.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,2.0,,,,,,,,,8.0,,,,2.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,2.0,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,5.0,,,1.0,,1.0,6.0,1.0,,1.0,2.0,,,,,3.0,1.0,,,,,1.0,,1.0,,1.0,14.0,2.0,,1.0,1.0,1.0,2.0,2.0,4.0,,,,3.0,1.0,,3.0,2.0,,1.0,,,6.0,2.0,,,,,2.0,,2.0,5.0,,,,1.0,,,2.0,,,,1.0,
2020-03-05,561.0,,,47.0,,1.0,,,,,,,1.0,1.0,6.0,,,,,1.0,,,,,1.0,1.0,,,1.0,2.0,,,,,1.0,,1.0,2.0,,,,1.0,,,,1.0,1.0,,2.0,,,,,,,1.0,,,,,,,1.0,1.0,,2.0,1.0,,1.0,2.0,,,,,,,,2.0,,,3.0,,1.0,,,3.0,,1.0,,,,6.0,,1.0,,,,1.0,,,,,1.0,,2.0,,1.0,,,,,,,,1.0,2.0,,9.0,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,,,2.0,,,,3.0,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,2.0,,,,,,1.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,1.0,,,1.0,,,2.0,1.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,3.0,,,3.0,,,3.0,,,2.0,,1.0,,1.0,,1.0,,,1.0,,,,,1.0,,,5.0,9.0,,,,,1.0,2.0,,,,,,1.0,1.0,4.0,4.0,,2.0,1.0,,1.0,1.0,2.0,,3.0,,1.0,,,,,5.0,,1.0,1.0,,,,1.0,1.0,4.0,
2020-03-14,494.0,1.0,,1.0,,1.0,,2.0,,,,,2.0,,3.0,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,2.0,,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,4.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,3.0,,1.0,,1.0,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,1.0,,,,1.0,,,,,,,1.0,,2.0,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,2.0,,3.0,,,,,,,,,,1.0,,,6.0,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,1.0,1.0,1.0,,,,1.0,,2.0,,,,1.0,,1.0,,,1.0,,22.0,,2.0,,,2.0,14.0,1.0,,2.0,,1.0,2.0,7.0,1.0,,,,1.0,,,,2.0,,,,,5.0,1.0,1.0,1.0,,1.0,,1.0,,,,2.0,,,,,1.0,,2.0,,1.0,
2020-03-22,963.0,9.0,3.0,15.0,,,1.0,2.0,,,,,1.0,,4.0,,4.0,1.0,,,,,1.0,,,,1.0,,1.0,,,,,2.0,,,4.0,1.0,1.0,,,,1.0,1.0,2.0,,,1.0,,1.0,,,3.0,,3.0,1.0,,1.0,1.0,,2.0,,3.0,1.0,,2.0,,,1.0,1.0,,,,1.0,,1.0,,,,1.0,5.0,,,,,6.0,1.0,,1.0,1.0,1.0,5.0,,,1.0,,1.0,3.0,1.0,,,,1.0,,,,,,,,,,,,2.0,3.0,,10.0,,1.0,,,,,,1.0,,,1.0,,,1.0,,2.0,1.0,,,,2.0,,,1.0,,,,1.0,1.0,7.0,,,2.0,,,,,,,,1.0,,4.0,1.0,,1.0,,,,,1.0,1.0,,1.0,,2.0,,1.0,2.0,,,1.0,2.0,,1.0,,,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,4.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,2.0,,,1.0,1.0,,,,,1.0,,1.0,,,2.0,14.0,,,,7.0,,1.0,,,1.0,4.0,2.0,,1.0,,3.0,1.0,,1.0,2.0,17.0,,7.0,,1.0,5.0,14.0,4.0,,,,,,8.0,,1.0,1.0,,4.0,,1.0,,1.0,1.0,1.0,,,1.0,2.0,2.0,,,1.0,,1.0,,1.0,,3.0,1.0,,2.0,1.0,1.0,,1.0,2.0,1.0,
2020-03-31,1091.0,8.0,2.0,19.0,,1.0,1.0,,1.0,,,,1.0,,15.0,2.0,4.0,1.0,,,1.0,,2.0,,,7.0,2.0,1.0,1.0,1.0,,,,2.0,,,2.0,3.0,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,1.0,,2.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,2.0,3.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,8.0,1.0,1.0,,,4.0,3.0,1.0,,2.0,,8.0,,,1.0,,2.0,2.0,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,5.0,8.0,,1.0,7.0,,,4.0,2.0,,,,1.0,,,1.0,,2.0,1.0,,3.0,,,,,1.0,,,,1.0,,1.0,,,11.0,,,,,,2.0,,1.0,,2.0,5.0,,2.0,,,,2.0,,,,,2.0,,1.0,,6.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,1.0,2.0,,,,,1.0,,,,,,,2.0,,,,4.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,2.0,,,,,1.0,,,,,,,5.0,1.0,,1.0,1.0,1.0,,,,,,2.0,,,1.0,1.0,,,1.0,,,1.0,3.0,,,1.0,1.0,,,,,,,1.0,,,2.0,5.0,,2.0,,3.0,2.0,1.0,1.0,,1.0,4.0,,2.0,,1.0,4.0,,,4.0,5.0,,,2.0,1.0,1.0,2.0,19.0,2.0,1.0,2.0,,,4.0,3.0,1.0,1.0,1.0,,2.0,,1.0,,1.0,2.0,,,,2.0,3.0,,3.0,3.0,,2.0,2.0,,,,6.0,,1.0,,3.0,,,1.0,3.0,1.0,1.0
2020-04-08,1443.0,11.0,9.0,25.0,,3.0,4.0,1.0,,1.0,,,4.0,,2.0,,7.0,5.0,,3.0,,,2.0,,,,,,1.0,3.0,,,5.0,3.0,1.0,3.0,2.0,1.0,2.0,,,,1.0,1.0,4.0,,1.0,5.0,1.0,,2.0,,2.0,,1.0,2.0,2.0,,4.0,2.0,1.0,1.0,3.0,2.0,,6.0,1.0,,,2.0,,,1.0,,,,,1.0,,1.0,10.0,,,,1.0,4.0,3.0,,,3.0,2.0,1.0,1.0,3.0,3.0,,1.0,,3.0,2.0,,1.0,2.0,,1.0,1.0,4.0,1.0,,3.0,,,,6.0,9.0,,,2.0,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,,5.0,,,1.0,,,,,1.0,13.0,,2.0,1.0,,,,,1.0,1.0,,3.0,,3.0,2.0,,,,,1.0,1.0,2.0,,,,2.0,2.0,3.0,,3.0,1.0,,,1.0,,3.0,,1.0,,,,,,,,1.0,,,,,,3.0,1.0,,1.0,,,,,,,,,,,,3.0,2.0,,,,1.0,1.0,,,,,,3.0,,,,2.0,,2.0,1.0,1.0,,2.0,1.0,2.0,,,1.0,,,,,,,5.0,5.0,,1.0,,,,2.0,,,,3.0,,,1.0,,1.0,2.0,1.0,,,1.0,6.0,,,,,1.0,,,,,,1.0,,,1.0,7.0,2.0,1.0,,4.0,5.0,2.0,2.0,,2.0,1.0,,3.0,1.0,4.0,10.0,,,2.0,3.0,23.0,1.0,7.0,2.0,2.0,3.0,9.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,,3.0,3.0,,3.0,1.0,,,2.0,1.0,,,,1.0,4.0,1.0,,2.0,1.0,5.0,,2.0,3.0,,4.0,,1.0,,5.0,2.0,,1.0,1.0,3.0,
2020-04-17,1380.0,2.0,9.0,25.0,4.0,2.0,3.0,3.0,1.0,2.0,,,,,4.0,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,2.0,1.0,,,,2.0,1.0,,,3.0,1.0,2.0,4.0,,,,,3.0,,,,8.0,2.0,1.0,,,3.0,,2.0,1.0,1.0,,3.0,,,2.0,,3.0,2.0,4.0,,1.0,1.0,3.0,1.0,1.0,,,,,,1.0,,1.0,16.0,,,,2.0,6.0,3.0,,1.0,4.0,1.0,7.0,,1.0,,3.0,1.0,,5.0,1.0,,1.0,,3.0,1.0,,,,,5.0,,2.0,,11.0,8.0,2.0,,5.0,1.0,,1.0,,,,2.0,2.0,,,,,,,,4.0,1.0,1.0,3.0,,2.0,,,2.0,,,,,,12.0,,1.0,1.0,,,,,3.0,,2.0,1.0,,6.0,,,,,,,,2.0,1.0,,,3.0,5.0,1.0,1.0,,,,,4.0,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,4.0,1.0,,1.0,,,2.0,,1.0,,,1.0,1.0,,2.0,,1.0,,,,,,2.0,1.0,,,,,,,,,,,3.0,4.0,,,,1.0,,1.0,,,,3.0,,,,,,2.0,,,,1.0,2.0,,,1.0,,,,,,,,6.0,1.0,,,12.0,,,2.0,6.0,5.0,1.0,1.0,,,1.0,,4.0,1.0,2.0,9.0,1.0,,1.0,7.0,,,9.0,5.0,1.0,7.0,17.0,2.0,,3.0,,1.0,2.0,7.0,,1.0,3.0,1.0,7.0,4.0,,,2.0,3.0,1.0,1.0,,,2.0,1.0,4.0,,1.0,,3.0,1.0,2.0,,7.0,,1.0,1.0,5.0,1.0,,1.0,1.0,2.0,1.0
2020-04-26,1880.0,10.0,7.0,25.0,3.0,6.0,5.0,3.0,5.0,1.0,,,1.0,1.0,8.0,1.0,3.0,6.0,3.0,3.0,2.0,2.0,2.0,,3.0,4.0,1.0,1.0,,,,1.0,3.0,3.0,1.0,1.0,6.0,2.0,4.0,1.0,,,,7.0,1.0,,,11.0,,4.0,,2.0,3.0,,3.0,2.0,2.0,,5.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,,2.0,3.0,4.0,,1.0,2.0,1.0,3.0,,1.0,,,,15.0,1.0,4.0,,,9.0,4.0,,,3.0,5.0,2.0,1.0,1.0,,1.0,5.0,3.0,5.0,1.0,1.0,,,1.0,,,2.0,,1.0,2.0,,1.0,2.0,9.0,9.0,2.0,1.0,6.0,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,,,,,1.0,1.0,,2.0,,,2.0,1.0,,,1.0,1.0,17.0,1.0,2.0,,,,2.0,2.0,1.0,,,4.0,,2.0,1.0,,1.0,2.0,,1.0,,3.0,2.0,,1.0,1.0,6.0,1.0,,3.0,2.0,3.0,,1.0,,1.0,,,2.0,3.0,2.0,,1.0,,1.0,2.0,,,1.0,2.0,,3.0,1.0,2.0,,,,,1.0,,1.0,,,,,3.0,7.0,1.0,,2.0,,,2.0,1.0,1.0,,,1.0,3.0,2.0,1.0,,1.0,1.0,,1.0,,1.0,5.0,7.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,5.0,3.0,,3.0,,,1.0,1.0,,,,3.0,1.0,,4.0,,,2.0,,,1.0,,7.0,,2.0,,1.0,2.0,,2.0,,,,5.0,2.0,,4.0,13.0,2.0,2.0,2.0,11.0,4.0,,7.0,,1.0,1.0,3.0,5.0,1.0,4.0,9.0,3.0,,,10.0,8.0,1.0,6.0,3.0,4.0,9.0,23.0,4.0,4.0,8.0,10.0,1.0,6.0,4.0,2.0,2.0,5.0,1.0,10.0,1.0,1.0,3.0,2.0,3.0,2.0,,,3.0,4.0,,4.0,1.0,2.0,5.0,3.0,1.0,2.0,,3.0,5.0,3.0,2.0,8.0,2.0,1.0,,4.0,3.0,3.0
2020-05-04,2432.0,17.0,5.0,15.0,6.0,6.0,4.0,3.0,4.0,,,,2.0,1.0,11.0,3.0,4.0,1.0,5.0,,2.0,3.0,2.0,,2.0,3.0,,5.0,2.0,3.0,,2.0,5.0,1.0,,,9.0,1.0,5.0,1.0,,1.0,,5.0,1.0,1.0,2.0,11.0,1.0,3.0,1.0,4.0,7.0,1.0,3.0,,1.0,1.0,12.0,1.0,1.0,,7.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,17.0,3.0,,1.0,4.0,7.0,1.0,2.0,,5.0,5.0,10.0,1.0,5.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,,1.0,,,2.0,1.0,2.0,,2.0,,7.0,15.0,4.0,1.0,6.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,2.0,7.0,,7.0,,,,,2.0,4.0,2.0,,27.0,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,3.0,2.0,,8.0,2.0,,,1.0,1.0,1.0,,,3.0,,,,7.0,5.0,1.0,2.0,2.0,,2.0,6.0,,,,,1.0,1.0,1.0,,1.0,4.0,3.0,2.0,,,3.0,1.0,1.0,,3.0,,,2.0,,2.0,3.0,1.0,,1.0,2.0,,,2.0,6.0,3.0,,1.0,1.0,1.0,1.0,,,,,2.0,4.0,1.0,1.0,,,,,1.0,1.0,3.0,6.0,5.0,1.0,2.0,1.0,1.0,3.0,,,1.0,,,6.0,3.0,1.0,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,5.0,,1.0,1.0,,1.0,1.0,2.0,,,1.0,14.0,,1.0,,,6.0,2.0,1.0,,1.0,,3.0,1.0,,5.0,12.0,2.0,4.0,1.0,5.0,11.0,1.0,2.0,1.0,,,2.0,4.0,1.0,1.0,11.0,2.0,1.0,4.0,6.0,26.0,,9.0,9.0,5.0,12.0,17.0,10.0,1.0,6.0,4.0,3.0,8.0,15.0,3.0,3.0,14.0,3.0,7.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,,6.0,6.0,,4.0,1.0,1.0,6.0,3.0,2.0,4.0,,11.0,1.0,9.0,4.0,10.0,1.0,,,3.0,6.0,3.0
